"symbol","report_date","url","status","file","n_speech_turns","attempts","last_try"
"WM","2024-07-24","https://www.marketbeat.com/earnings/reports/2024-7-24-waste-management-inc-stock/","ok","WM_2024-07-24.csv",155,1,"2026-07-21 23:05:58.993206"
"DELL","2026-05-28","https://www.marketbeat.com/earnings/reports/2026-5-28-dell-technologies-inc-stock/","ok","DELL_2026-05-28.csv",117,1,"2026-07-21 23:06:01.254696"
"DELL","2026-02-26","https://www.marketbeat.com/earnings/reports/2026-2-26-dell-technologies-inc-stock/","ok","DELL_2026-02-26.csv",115,1,"2026-07-21 23:06:04.049841"
"DELL","2025-11-25","https://www.marketbeat.com/earnings/reports/2025-11-25-dell-technologies-inc-stock/","ok","DELL_2025-11-25.csv",106,1,"2026-07-21 23:06:06.125118"
"DELL","2025-08-28","https://www.marketbeat.com/earnings/reports/2025-8-28-dell-technologies-inc-stock/","ok","DELL_2025-08-28.csv",69,1,"2026-07-21 23:06:09.022843"
"DELL","2025-05-29","https://www.marketbeat.com/earnings/reports/2025-5-29-dell-technologies-inc-stock/","ok","DELL_2025-05-29.csv",109,1,"2026-07-21 23:06:11.716611"
"DELL","2024-11-26","https://www.marketbeat.com/earnings/reports/2024-11-26-dell-technologies-inc-stock/","ok","DELL_2024-11-26.csv",129,1,"2026-07-21 23:06:14.332332"
"DELL","2024-08-29","https://www.marketbeat.com/earnings/reports/2024-8-29-dell-technologies-inc-stock/","ok","DELL_2024-08-29.csv",142,1,"2026-07-21 23:06:17.492725"
"MDLZ","2026-04-28","https://www.marketbeat.com/earnings/reports/2026-4-28-mondelez-international-inc-stock/","ok","MDLZ_2026-04-28.csv",85,1,"2026-07-21 23:06:20.025944"
"MDLZ","2026-02-03","https://www.marketbeat.com/earnings/reports/2026-2-3-mondelez-international-inc-stock/","ok","MDLZ_2026-02-03.csv",74,1,"2026-07-21 23:06:22.542488"
"MDLZ","2025-10-28","https://www.marketbeat.com/earnings/reports/2025-10-28-mondelez-international-inc-stock/","ok","MDLZ_2025-10-28.csv",73,1,"2026-07-21 23:06:24.766531"
"MDLZ","2025-07-29","https://www.marketbeat.com/earnings/reports/2025-7-29-mondelez-international-inc-stock/","ok","MDLZ_2025-07-29.csv",74,1,"2026-07-21 23:06:28.490228"
"MDLZ","2025-04-29","https://www.marketbeat.com/earnings/reports/2025-4-29-mondelez-international-inc-stock/","ok","MDLZ_2025-04-29.csv",92,1,"2026-07-21 23:06:30.858511"
"MDLZ","2025-02-04","https://www.marketbeat.com/earnings/reports/2025-2-4-mondelez-international-inc-stock/","ok","MDLZ_2025-02-04.csv",100,1,"2026-07-21 23:06:33.186571"
"MDLZ","2025-01-15","https://www.marketbeat.com/earnings/reports/2025-1-15-mondelez-international-inc-stock/","ok","MDLZ_2025-01-15.csv",100,1,"2026-07-21 23:06:36.060627"
"MDLZ","2024-10-29","https://www.marketbeat.com/earnings/reports/2024-10-29-mondelez-international-inc-stock/","ok","MDLZ_2024-10-29.csv",98,1,"2026-07-21 23:06:38.744505"
"MAR","2026-05-06","https://www.marketbeat.com/earnings/reports/2026-5-6-marriott-international-inc-stock/","ok","MAR_2026-05-06.csv",90,1,"2026-07-21 23:06:40.750834"
"MAR","2026-02-10","https://www.marketbeat.com/earnings/reports/2026-2-10-marriott-international-inc-stock/","ok","MAR_2026-02-10.csv",106,1,"2026-07-21 23:06:43.39047"
"MAR","2025-11-04","https://www.marketbeat.com/earnings/reports/2025-11-4-marriott-international-inc-stock/","ok","MAR_2025-11-04.csv",92,1,"2026-07-21 23:06:47.707746"
"MAR","2025-08-05","https://www.marketbeat.com/earnings/reports/2025-8-5-marriott-international-inc-stock/","ok","MAR_2025-08-05.csv",96,1,"2026-07-21 23:06:50.494862"
"MAR","2025-05-06","https://www.marketbeat.com/earnings/reports/2025-5-6-marriott-international-inc-stock/","ok","MAR_2025-05-06.csv",130,1,"2026-07-21 23:06:53.162567"
"MAR","2025-02-11","https://www.marketbeat.com/earnings/reports/2025-2-11-marriott-international-inc-stock/","ok","MAR_2025-02-11.csv",124,1,"2026-07-21 23:06:55.204321"
"MAR","2024-11-04","https://www.marketbeat.com/earnings/reports/2024-11-4-marriott-international-inc-stock/","ok","MAR_2024-11-04.csv",126,1,"2026-07-21 23:06:58.240532"
"MAR","2024-07-31","https://www.marketbeat.com/earnings/reports/2024-7-31-marriott-international-inc-stock/","ok","MAR_2024-07-31.csv",126,1,"2026-07-21 23:07:00.858148"
"MSI","2026-05-07","https://www.marketbeat.com/earnings/reports/2026-5-7-motorola-solutions-inc-stock/","ok","MSI_2026-05-07.csv",122,1,"2026-07-21 23:07:04.29755"
"MSI","2026-02-11","https://www.marketbeat.com/earnings/reports/2026-2-11-motorola-solutions-inc-stock/","ok","MSI_2026-02-11.csv",139,1,"2026-07-21 23:07:06.375645"
"MSI","2025-10-31","https://www.marketbeat.com/earnings/reports/2025-10-31-motorola-solutions-inc-stock/","ok","MSI_2025-10-31.csv",119,1,"2026-07-21 23:07:08.929524"
"MSI","2025-08-07","https://www.marketbeat.com/earnings/reports/2025-8-7-motorola-solutions-inc-stock/","ok","MSI_2025-08-07.csv",111,1,"2026-07-21 23:07:11.814497"
"MSI","2025-05-01","https://www.marketbeat.com/earnings/reports/2025-5-1-motorola-solutions-inc-stock/","ok","MSI_2025-05-01.csv",121,1,"2026-07-21 23:07:15.413376"
"MSI","2025-02-13","https://www.marketbeat.com/earnings/reports/2025-2-13-motorola-solutions-inc-stock/","ok","MSI_2025-02-13.csv",88,1,"2026-07-21 23:07:17.895334"
"MSI","2024-11-07","https://www.marketbeat.com/earnings/reports/2024-11-7-motorola-solutions-inc-stock/","ok","MSI_2024-11-07.csv",102,1,"2026-07-21 23:07:23.184028"
"MSI","2024-08-01","https://www.marketbeat.com/earnings/reports/2024-8-1-motorola-solutions-inc-stock/","ok","MSI_2024-08-01.csv",123,1,"2026-07-21 23:07:26.061865"
"WELL","2026-04-28","https://www.marketbeat.com/earnings/reports/2026-4-28-welltower-inc-stock/","ok","WELL_2026-04-28.csv",154,1,"2026-07-21 23:07:29.103148"
"WELL","2026-02-10","https://www.marketbeat.com/earnings/reports/2026-2-10-welltower-inc-stock/","ok","WELL_2026-02-10.csv",113,1,"2026-07-21 23:07:31.138003"
"WELL","2025-10-27","https://www.marketbeat.com/earnings/reports/2025-10-27-welltower-inc-stock/","ok","WELL_2025-10-27.csv",118,1,"2026-07-21 23:07:35.824197"
"WELL","2025-07-28","https://www.marketbeat.com/earnings/reports/2025-7-28-welltower-inc-stock/","ok","WELL_2025-07-28.csv",101,1,"2026-07-21 23:07:39.555009"
"WELL","2025-04-28","https://www.marketbeat.com/earnings/reports/2025-4-28-welltower-inc-stock/","ok","WELL_2025-04-28.csv",182,1,"2026-07-21 23:07:42.872812"
"WELL","2025-02-11","https://www.marketbeat.com/earnings/reports/2025-2-11-welltower-inc-stock/","ok","WELL_2025-02-11.csv",128,1,"2026-07-21 23:07:45.771032"
"WELL","2024-10-28","https://www.marketbeat.com/earnings/reports/2024-10-28-welltower-inc-stock/","ok","WELL_2024-10-28.csv",97,1,"2026-07-21 23:07:50.705457"
"WELL","2024-07-29","https://www.marketbeat.com/earnings/reports/2024-7-29-welltower-inc-stock/","ok","WELL_2024-07-29.csv",106,1,"2026-07-21 23:07:52.857477"
"AON","2026-05-02","https://www.marketbeat.com/earnings/reports/2026-5-2-aon-plc-stock/","ok","AON_2026-05-02.csv",113,1,"2026-07-21 23:07:56.257922"
"AON","2026-01-30","https://www.marketbeat.com/earnings/reports/2026-1-30-aon-plc-stock/","ok","AON_2026-01-30.csv",92,1,"2026-07-21 23:07:59.386751"
"AON","2025-10-31","https://www.marketbeat.com/earnings/reports/2025-10-31-aon-plc-stock/","ok","AON_2025-10-31.csv",108,1,"2026-07-21 23:08:02.273285"
